0
0
1E-06
2E-06
3E-06
4E-06
5E-06
6E-06
7E-06
8E-06
9E-06
1E-05
1,1E-05
1,2E-05
1,3E-05
1,4E-05
1,5E-05
1,6E-05
1,7E-05
1,8E-05
1,9E-05
2E-05
2,1E-05
2,2E-05
2,3E-05
2,4E-05
2,5E-05
2,6E-05
2,7E-05
2,8E-05
2,9E-05
3E-05
3,1E-05
3,2E-05
3,3E-05
3,4E-05
3,5E-05
3,6E-05
3,7E-05
3,8E-05
3,9E-05
4E-05
4,1E-05
4,2E-05
4,3E-05
4,4E-05
4,5E-05
4,6E-05
4,7E-05
4,8E-05
4,9E-05
5E-05
5,1E-05
5,19999999999999E-05
5,29999999999999E-05
5,39999999999999E-05
5,49999999999999E-05
5,59999999999999E-05
5,69999999999999E-05
5,79999999999999E-05
5,89999999999999E-05
5,99999999999999E-05
6,09999999999999E-05
6,19999999999999E-05
6,29999999999999E-05
6,39999999999999E-05
6,49999999999999E-05
6,59999999999999E-05
6,69999999999999E-05
6,79999999999999E-05
6,89999999999999E-05
6,99999999999999E-05
7,09999999999999E-05
7,19999999999999E-05
7,29999999999999E-05
7,39999999999999E-05
7,49999999999999E-05
7,59999999999999E-05
7,69999999999999E-05
7,79999999999999E-05
7,89999999999999E-05
7,99999999999999E-05
8,09999999999999E-05
8,19999999999999E-05
8,29999999999999E-05
8,39999999999999E-05
8,49999999999999E-05
8,59999999999999E-05
8,69999999999999E-05
8,79999999999998E-05
8,89999999999998E-05
8,99999999999998E-05
9,09999999999998E-05
9,19999999999998E-05
9,29999999999998E-05
9,39999999999998E-05
9,49999999999998E-05
9,59999999999998E-05
9,69999999999998E-05
9,79999999999998E-05
9,89999999999998E-05
9,99999999999998E-05
0,000101
0,000102
0,000103
0,000104
0,000105
0,000106
0,000107
0,000108
0,000109
0,00011
0,000111
0,000112
0,000113
0,000114
0,000115
0,000116
0,000117
0,000118
0,000119
0,00012
0,000121
0,000122
0,000123
0,000124
0,000125
0,000126
0,000127
0,000128
0,000129
0,00013
0,000131
0,000132
0,000133
0,000134
0,000135
0,000136
0,000137
0,000138
0,000139
0,00014
0,000141
0,000142
0,000143
0,000144
0,000145
0,000146
0,000147
0,000148
0,000149
0,00015
0,000151
0,000152
0,000153
0,000154
0,000155
0,000156
0,000157
0,000158
0,000159
0,00016
0,000161
0,000162
0,000163
0,000164
0,000165
0,000166
0,000167
0,000168
0,000169
0,00017
0,000171
0,000172
0,000173
0,000174
0,000175
0,000176
0,000177
0,000178
0,000179
0,00018
0,000181
0,000182
0,000183
0,000184
0,000185
0,000186
0,000187
0,000188
0,000189
0,00019
0,000191
0,000192
0,000193
0,000194
0,000195
0,000196
0,000197
0,000198
0,000199
0,0002
0,000201
0,000202
0,000203
0,000204
0,000205
0,000206
0,000207
0,000208
0,000209
0,00021
0,000211
0,000212
0,000213
0,000214
0,000215
0,000216
0,000217
0,000217999999999999
0,000218999999999999
0,000219999999999999
0,000220999999999999
0,000221999999999999
0,000222999999999999
0,000223999999999999
0,000224999999999999
0,000225999999999999
0,000226999999999999
0,000227999999999999
0,000228999999999999
0,000229999999999999
0,000230999999999999
0,000231999999999999
0,000232999999999999
0,000233999999999999
0,000234999999999999
0,000235999999999999
0,000236999999999999
0,000237999999999999
0,000238999999999999
0,000239999999999999
0,000240999999999999
0,000241999999999999
0,000242999999999999
0,000243999999999999
0,000244999999999999
0,000245999999999999
0,000246999999999999
0,000248
0,000249
0,00025
0,000251
0,000252
0,000253
0,000254
0,000255
0,000256
0,000257
0,000258
0,000259
0,00026
0,000261
0,000262
0,000263
0,000264
0,000265
0,000266
0,000267
0,000268
0,000269
0,00027
0,000271
0,000272
0,000273
0,000274
0,000275
0,000276
0,000277
0,000278
0,000279
0,00028
0,000281
0,000282
0,000283
0,000284
0,000285
0,000286
0,000287
0,000288
0,000289000000000001
0,000290000000000001
0,000291000000000001
0,000292000000000001
0,000293000000000001
0,000294000000000001
0,000295000000000001
0,000296000000000001
0,000297000000000001
0,000298000000000001
0,000299000000000001
0,000300000000000001
0,000301000000000001
0,000302000000000001
0,000303000000000001
0,000304000000000001
0,000305000000000001
0,000306000000000001
0,000307000000000001
0,000308000000000001
0,000309000000000001
0,000310000000000001
0,000311000000000001
0,000312000000000001
0,000313000000000001
0,000314000000000001
0,000315000000000001
0,000316000000000001
0,000317000000000001
0,000318000000000001
0,000319000000000001
0,000320000000000001
0,000321000000000001
0,000322000000000001
0,000323000000000001
0,000324000000000001
0,000325000000000001
0,000326000000000001
0,000327000000000001
0,000328000000000001
0,000329000000000001
0,000330000000000002
0,000331000000000002
0,000332000000000002
0,000333000000000002
0,000334000000000002
0,000335000000000002
